epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6154727339744568,1.1575610637664795,0.44558992981910706,3.331543445587158
1,0.8102812170982361,0.5816765427589417,0.4810996651649475,2.355602979660034
2,0.8579971790313721,0.4298417270183563,0.5360824465751648,2.0546319484710693
3,0.8885354399681091,0.3301178812980652,0.5498281717300415,2.3654847145080566
4,0.9171650409698486,0.2537137269973755,0.4467353820800781,2.690265417098999
5,0.9307799935340881,0.20538358390331268,0.5406643748283386,2.332658052444458
6,0.9426135420799255,0.16672484576702118,0.6540664434432983,1.7951353788375854
7,0.9522839784622192,0.13692529499530792,0.4043528139591217,3.910146474838257
8,0.9571192264556885,0.12214945256710052,0.49713632464408875,3.1099631786346436
9,0.9492301940917969,0.14811204373836517,0.6334478855133057,2.508199453353882
10,0.9623361825942993,0.11227630823850632,0.6139748096466064,2.2145192623138428
11,0.9704797267913818,0.08829374611377716,0.5154638886451721,3.5185060501098633
12,0.9731518030166626,0.07761668413877487,0.5280641317367554,5.103781700134277
13,0.9613182544708252,0.11458629369735718,0.544100821018219,2.8069024085998535
14,0.9750604629516602,0.07783965021371841,0.6265750527381897,2.4269425868988037
15,0.9908385276794434,0.028113866224884987,0.6689575910568237,2.4491024017333984
16,0.9964371919631958,0.012519308365881443,0.6575028896331787,2.635150671005249
17,0.9970734119415283,0.009675821289420128,0.6643757224082947,2.6629092693328857
18,0.9977096319198608,0.007952209562063217,0.6609392762184143,2.808171510696411
19,0.9983458518981934,0.007486715447157621,0.6597937941551208,2.823503017425537
20,0.9978368878364563,0.006960025057196617,0.6655212044715881,2.8981564044952393
21,0.9982185959815979,0.005846367683261633,0.6575028896331787,3.0422327518463135
22,0.9977096319198608,0.006191006395965815,0.6643757224082947,2.9194188117980957
23,0.9982185959815979,0.005253493320196867,0.6575028896331787,3.0090839862823486
24,0.9984731078147888,0.004744499456137419,0.6655212044715881,3.001938819885254
25,0.9984731078147888,0.004366031847894192,0.6655212044715881,3.022554636001587
26,0.9983458518981934,0.0045818970538675785,0.6655212044715881,3.0354650020599365
27,0.9988548159599304,0.003765958361327648,0.6666666865348816,3.0329670906066895
28,0.9984731078147888,0.003942474722862244,0.667812168598175,3.0376412868499756
29,0.9986003041267395,0.004087706562131643,0.6632302403450012,3.096219301223755
30,0.9986003041267395,0.004112736321985722,0.6666666865348816,3.0550334453582764
