epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5940468907356262,1.2098280191421509,0.21385902166366577,7.826260566711426
1,0.7761874794960022,0.6651054620742798,0.540023922920227,2.367340326309204
2,0.8391386866569519,0.4739215075969696,0.6523297429084778,1.6640160083770752
3,0.8720709085464478,0.3810099959373474,0.3715651035308838,4.820847511291504
4,0.9146295189857483,0.25922492146492004,0.6654719114303589,1.5820990800857544
5,0.9190626740455627,0.2304646521806717,0.643966555595398,2.0194692611694336
6,0.929322361946106,0.21016660332679749,0.5878136157989502,2.520296335220337
7,0.94008868932724,0.17128197848796844,0.636798083782196,2.0099313259124756
8,0.943001925945282,0.16853158175945282,0.301075279712677,5.8348822593688965
9,0.9516149759292603,0.13399149477481842,0.4372759759426117,4.037537097930908
10,0.9523749351501465,0.14322754740715027,0.6666666865348816,1.5325424671173096
11,0.9622545838356018,0.11049515753984451,0.6188769340515137,2.3648416996002197
12,0.9750474691390991,0.06798861175775528,0.6451612710952759,1.668117642402649
13,0.9611146450042725,0.11231357604265213,0.7108721733093262,1.883398175239563
14,0.967574417591095,0.09003422409296036,0.581839919090271,3.237133741378784
15,0.9692210555076599,0.0890592709183693,0.6176822185516357,2.0038607120513916
16,0.9760608077049255,0.06771086901426315,0.34886500239372253,7.192750453948975
17,0.9849271774291992,0.04333003982901573,0.6857825517654419,2.6657660007476807
18,0.9808739423751831,0.05815930664539337,0.6738350987434387,1.6569958925247192
19,0.9701076745986938,0.08582163602113724,0.684587836265564,1.993507981300354
20,0.9793540239334106,0.06344712525606155,0.6176822185516357,2.572133779525757
21,0.9835338592529297,0.045374032109975815,0.7037037014961243,1.759289026260376
22,0.9943001866340637,0.018222641199827194,0.7204301357269287,1.4120230674743652
23,0.9965801239013672,0.010191388428211212,0.7096773982048035,1.3795075416564941
24,0.9969601035118103,0.009281160309910774,0.7084826827049255,1.3720632791519165
25,0.997086763381958,0.008095615543425083,0.6869773268699646,1.4591574668884277
26,0.9974667429924011,0.006972539704293013,0.6917562484741211,1.4564796686172485
27,0.9975934028625488,0.006631765980273485,0.6977300047874451,1.480921745300293
28,0.9972134232521057,0.006965612526983023,0.684587836265564,1.4893484115600586
29,0.9982267022132874,0.005710320081561804,0.6857825517654419,1.5539677143096924
30,0.9978467226028442,0.005775908008217812,0.698924720287323,1.5094845294952393
31,0.9973400831222534,0.005472853314131498,0.6857825517654419,1.5326778888702393
32,0.9978467226028442,0.0055959755554795265,0.6833930611610413,1.541016697883606
33,0.9982267022132874,0.005108533892780542,0.6881720423698425,1.5282591581344604
34,0.9978467226028442,0.0053651100024580956,0.6905615329742432,1.5213185548782349
35,0.9983533620834351,0.005094298627227545,0.6893667578697205,1.5336624383926392
36,0.9982267022132874,0.004989691078662872,0.6905615329742432,1.5311448574066162
37,0.9982267022132874,0.005019755102694035,0.6917562484741211,1.5292106866836548
