epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6175406575202942,1.1442594528198242,0.3232323229312897,5.068264007568359
1,0.7888142466545105,0.6479007601737976,0.6474747657775879,1.4417071342468262
2,0.8512012362480164,0.44727417826652527,0.38989898562431335,3.8392460346221924
3,0.8735468983650208,0.36629652976989746,0.5040404200553894,2.4825663566589355
4,0.9089382290840149,0.2672906219959259,0.38989898562431335,3.6994359493255615
5,0.9231464862823486,0.22099117934703827,0.644444465637207,1.6316701173782349
6,0.9381296634674072,0.1844635158777237,0.5919191837310791,1.9026594161987305
7,0.9491087794303894,0.15554119646549225,0.5808081030845642,2.652710437774658
8,0.9536295533180237,0.13698571920394897,0.6121212244033813,2.120032787322998
9,0.9582794904708862,0.1229763776063919,0.5383838415145874,2.8048150539398193
10,0.9829501509666443,0.049635984003543854,0.6888889074325562,1.5559242963790894
11,0.9907000660896301,0.03128894791007042,0.6818181872367859,1.6252117156982422
12,0.9941875338554382,0.021640393882989883,0.6858586072921753,1.6716184616088867
13,0.9947041869163513,0.019677219912409782,0.6909090876579285,1.6732239723205566
14,0.9959958791732788,0.01650903932750225,0.6747474670410156,1.7916359901428223
15,0.994575023651123,0.016695622354745865,0.7040404081344604,1.6962541341781616
16,0.9957375526428223,0.012120021507143974,0.6727272868156433,1.8491158485412598
17,0.9965125322341919,0.012090344913303852,0.6979798078536987,1.7166696786880493
18,0.9969000220298767,0.011467143893241882,0.6929292678833008,1.9513311386108398
19,0.9966416954994202,0.009763644076883793,0.691919207572937,1.9217374324798584
20,0.9967708587646484,0.00961681455373764,0.6878787875175476,1.8709827661514282
21,0.9969000220298767,0.008830013684928417,0.6868686676025391,2.038235664367676
22,0.997029185295105,0.008795504458248615,0.6838383674621582,2.0983569622039795
23,0.9967708587646484,0.010206972248852253,0.6989899277687073,1.9246927499771118
24,0.9976750016212463,0.007304643280804157,0.6949495077133179,1.940315842628479
25,0.9980624914169312,0.006029731128364801,0.6949495077133179,1.9444248676300049
26,0.9981916546821594,0.00579986535012722,0.6979798078536987,1.9468685388565063
27,0.9983208179473877,0.00584277231246233,0.6969696879386902,1.9612312316894531
28,0.9979333281517029,0.00616817083209753,0.6939393877983093,2.0148653984069824
29,0.9981916546821594,0.005365625023841858,0.6969696879386902,1.979981780052185
30,0.9987083673477173,0.004757924471050501,0.7020202279090881,1.978156566619873
