epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.5008325576782227,1.4754315614700317,0.3027026951313019,2.6341326236724854
1,0.6335340142250061,1.0409495830535889,0.4021621644496918,1.893141508102417
2,0.6954015493392944,0.8801287412643433,0.4605405330657959,2.0209450721740723
3,0.738311767578125,0.7747995853424072,0.3935135006904602,2.3172664642333984
4,0.7714871168136597,0.6867508292198181,0.46918919682502747,1.5893125534057617
5,0.7872422337532043,0.6173921227455139,0.500540554523468,1.942328691482544
6,0.8124759793281555,0.5507040023803711,0.44108107686042786,1.9207286834716797
7,0.8305367231369019,0.49312323331832886,0.5059459209442139,2.195345163345337
8,0.8425771594047546,0.4634218215942383,0.4605405330657959,2.531437873840332
9,0.8628154397010803,0.39758405089378357,0.4843243360519409,2.2599475383758545
10,0.8761367797851562,0.35893696546554565,0.5016216039657593,2.4611563682556152
11,0.8842064738273621,0.3392783999443054,0.4648648500442505,2.6014156341552734
12,0.8892019987106323,0.32137957215309143,0.42054054141044617,2.4319725036621094
13,0.8970155119895935,0.2957507371902466,0.47999998927116394,2.4928414821624756
14,0.9063661098480225,0.269600510597229,0.4864864945411682,2.1898422241210938
15,0.9189189076423645,0.23485763370990753,0.4648648500442505,3.1433982849121094
16,0.9558088779449463,0.13146020472049713,0.5427026748657227,1.8579838275909424
17,0.973229169845581,0.08746857196092606,0.5405405163764954,2.0130984783172607
18,0.9755347967147827,0.07557668536901474,0.545945942401886,2.355025053024292
19,0.9771999716758728,0.07187411189079285,0.5535135269165039,2.333588123321533
20,0.9786089658737183,0.06562897562980652,0.5654054284095764,2.435136079788208
21,0.9798898696899414,0.05779162049293518,0.5491892099380493,2.7939553260803223
22,0.9812988638877869,0.05622796714305878,0.568648636341095,2.766249418258667
23,0.9838606119155884,0.04959488660097122,0.5740540623664856,2.625109910964966
24,0.9842448830604553,0.04567652568221092,0.5600000023841858,2.8280704021453857
25,0.9843729734420776,0.044018011540174484,0.5675675868988037,2.7224321365356445
26,0.9862943291664124,0.04020891711115837,0.5578378438949585,2.8977644443511963
27,0.9851415157318115,0.04188024252653122,0.5632432699203491,2.9820621013641357
28,0.9856538772583008,0.039906930178403854,0.569729745388031,3.167527914047241
29,0.9868066906929016,0.03834867849946022,0.569729745388031,2.8787193298339844
30,0.9903932213783264,0.030969688668847084,0.5524324178695679,3.0862104892730713
31,0.9871909618377686,0.03587185591459274,0.5643243193626404,2.933868169784546
32,0.9898808598518372,0.02873879298567772,0.5772972702980042,2.7406349182128906
33,0.9914179444313049,0.023412683978676796,0.5805405378341675,2.8117856979370117
34,0.9929550290107727,0.022471334785223007,0.5794594883918762,2.868281364440918
35,0.9938516616821289,0.019024759531021118,0.5816216468811035,2.845568895339966
36,0.9939797520637512,0.018540287390351295,0.5805405378341675,2.904755115509033
37,0.9939797520637512,0.018742302432656288,0.5837838053703308,2.937349319458008
38,0.9946202039718628,0.01795949414372444,0.5881081223487854,2.9518795013427734
39,0.9935954809188843,0.021457860246300697,0.5859459638595581,2.909912109375
40,0.995132565498352,0.01674235798418522,0.5837838053703308,3.016143798828125
41,0.9943640232086182,0.017642123624682426,0.5870270133018494,3.027695655822754
42,0.9925707578659058,0.01947498507797718,0.5827026963233948,3.054398775100708
43,0.9943640232086182,0.016616160050034523,0.5837838053703308,3.110178232192993
44,0.9948763847351074,0.01478444691747427,0.5794594883918762,3.0689094066619873
45,0.9948763847351074,0.014493259601294994,0.5870270133018494,3.0757110118865967
46,0.9950044751167297,0.015706265345215797,0.5848648548126221,3.1030144691467285
47,0.9950044751167297,0.014410230331122875,0.5881081223487854,3.1247828006744385
48,0.9959011077880859,0.012741976417601109,0.5870270133018494,3.134554147720337
49,0.9966696500778198,0.012637061066925526,0.5881081223487854,3.1313719749450684
