epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.4972875118255615,1.4738696813583374,0.29393938183784485,3.2850818634033203
1,0.6272280812263489,1.065133810043335,0.5272727012634277,1.970180630683899
2,0.6936191916465759,0.8820649981498718,0.526262640953064,1.7746063470840454
3,0.7255231142044067,0.7847311496734619,0.5404040217399597,1.6041947603225708
4,0.7545853853225708,0.7051387429237366,0.5868687033653259,1.4435640573501587
5,0.787651777267456,0.6123908162117004,0.5545454621315002,1.8252321481704712
6,0.8159390091896057,0.5345847010612488,0.5232323408126831,1.87664794921875
7,0.8328597545623779,0.49397289752960205,0.6404040455818176,1.5082924365997314
8,0.8532679080963135,0.4241498112678528,0.5777778029441833,1.7669786214828491
9,0.8673469424247742,0.3873694837093353,0.5242424011230469,2.3955936431884766
10,0.8712218999862671,0.35979557037353516,0.6191919445991516,1.8992141485214233
11,0.8893051147460938,0.3208833634853363,0.5919191837310791,2.1245357990264893
12,0.8921467065811157,0.309704065322876,0.5909090638160706,1.8049616813659668
13,0.9068716168403625,0.2702628970146179,0.5919191837310791,1.7650420665740967
14,0.9103590846061707,0.2614126205444336,0.581818163394928,2.0387051105499268
15,0.9089382290840149,0.2529544234275818,0.573737382888794,2.236830949783325
16,0.9577628374099731,0.12632569670677185,0.6373737454414368,1.5961107015609741
17,0.9717127084732056,0.08742554485797882,0.6303030252456665,1.7894964218139648
18,0.9761043787002563,0.07220783829689026,0.6070706844329834,1.9401777982711792
19,0.9789460301399231,0.06722292304039001,0.6353535056114197,2.0020968914031982
20,0.9773960113525391,0.0635150820016861,0.6010100841522217,2.329005002975464
21,0.9801084995269775,0.05838647484779358,0.5868687033653259,2.6309328079223633
22,0.981270968914032,0.05487336963415146,0.6424242258071899,2.2847049236297607
23,0.9826918244361877,0.05074562504887581,0.6060606241226196,2.456613302230835
24,0.9846292734146118,0.04728326573967934,0.6242424249649048,2.286184310913086
25,0.9843709468841553,0.048164088279008865,0.5757575631141663,2.4982528686523438
26,0.985275149345398,0.041124168783426285,0.629292905330658,2.334602117538452
27,0.9864376187324524,0.040203943848609924,0.6060606241226196,2.655782699584961
28,0.9883750677108765,0.0358169861137867,0.5929293036460876,2.7511725425720215
29,0.9883750677108765,0.03499916195869446,0.5898990035057068,2.799778699874878
30,0.9866959452629089,0.036751724779605865,0.5828282833099365,2.6880626678466797
31,0.9928959012031555,0.024462880566716194,0.5909090638160706,2.69860577583313
32,0.9936708807945251,0.02116718515753746,0.5858585834503174,2.7314958572387695
33,0.9930250644683838,0.023181593045592308,0.5929293036460876,2.7618868350982666
34,0.9918625950813293,0.023323019966483116,0.5989899039268494,2.7864112854003906
35,0.9931542277336121,0.021167948842048645,0.6000000238418579,2.8007090091705322
36,0.9935417175292969,0.019591186195611954,0.59494948387146,2.812845230102539
37,0.9950917363166809,0.017462626099586487,0.6010100841522217,2.83145809173584
